hospName,topWait,updateTime
St John Hospital,Around 1 hour,2/11/2019 10:00pm
Tseung Kwan O Hospital,Over 5 hours,2/11/2019 10:00pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 10:00pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 10:00pm
United Christian Hospital,Over 5 hours,2/11/2019 10:00pm
Yan Chai Hospital,Over 3 hours,2/11/2019 10:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 10:15pm
Caritas Medical Centre,Over 1 hour,2/11/2019 10:15pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 10:15pm
North District Hospital,Over 2 hours,2/11/2019 10:15pm
North Lantau Hospital,Over 1 hour,2/11/2019 10:15pm
Princess Margaret Hospital,Over 1 hour,2/11/2019 10:15pm
Pok Oi Hospital,Over 6 hours,2/11/2019 10:15pm
Prince of Wales Hospital,Over 1 hour,2/11/2019 10:15pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 10:15pm
Queen Elizabeth Hospital,Over 4 hours,2/11/2019 10:15pm
Queen Mary Hospital,Over 2 hours,2/11/2019 10:15pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 10:15pm
St John Hospital,Around 1 hour,2/11/2019 10:15pm
Tseung Kwan O Hospital,Over 4 hours,2/11/2019 10:15pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 10:15pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 10:15pm
United Christian Hospital,Over 4 hours,2/11/2019 10:15pm
Yan Chai Hospital,Over 4 hours,2/11/2019 10:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 10:30pm
Caritas Medical Centre,Around 1 hour,2/11/2019 10:30pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 10:30pm
North District Hospital,Over 2 hours,2/11/2019 10:30pm
North Lantau Hospital,Over 1 hour,2/11/2019 10:30pm
Princess Margaret Hospital,Over 1 hour,2/11/2019 10:30pm
Pok Oi Hospital,Over 6 hours,2/11/2019 10:30pm
Prince of Wales Hospital,Over 1 hour,2/11/2019 10:30pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 10:30pm
Queen Elizabeth Hospital,Over 4 hours,2/11/2019 10:30pm
Queen Mary Hospital,Over 2 hours,2/11/2019 10:30pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 10:30pm
St John Hospital,Around 1 hour,2/11/2019 10:30pm
Tseung Kwan O Hospital,Over 5 hours,2/11/2019 10:30pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 10:30pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 10:30pm
United Christian Hospital,Over 5 hours,2/11/2019 10:30pm
Yan Chai Hospital,Over 4 hours,2/11/2019 10:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 10:45pm
Caritas Medical Centre,Around 1 hour,2/11/2019 10:45pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 10:45pm
North District Hospital,Over 2 hours,2/11/2019 10:45pm
North Lantau Hospital,Over 1 hour,2/11/2019 10:45pm
Princess Margaret Hospital,Over 1 hour,2/11/2019 10:45pm
Pok Oi Hospital,Over 6 hours,2/11/2019 10:45pm
Prince of Wales Hospital,Over 2 hours,2/11/2019 10:45pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 10:45pm
Queen Elizabeth Hospital,Over 5 hours,2/11/2019 10:45pm
Queen Mary Hospital,Over 2 hours,2/11/2019 10:45pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 10:45pm
St John Hospital,Around 1 hour,2/11/2019 10:45pm
Tseung Kwan O Hospital,Over 5 hours,2/11/2019 10:45pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 10:45pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 10:45pm
United Christian Hospital,Over 5 hours,2/11/2019 10:45pm
Yan Chai Hospital,Over 4 hours,2/11/2019 10:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 11:00pm
Caritas Medical Centre,Over 1 hour,2/11/2019 11:00pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 11:00pm
North District Hospital,Over 2 hours,2/11/2019 11:00pm
North Lantau Hospital,Over 1 hour,2/11/2019 11:00pm
Princess Margaret Hospital,Over 1 hour,2/11/2019 11:00pm
Pok Oi Hospital,Over 6 hours,2/11/2019 11:00pm
Prince of Wales Hospital,Over 2 hours,2/11/2019 11:00pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 11:00pm
Queen Elizabeth Hospital,Over 5 hours,2/11/2019 11:00pm
Queen Mary Hospital,Over 2 hours,2/11/2019 11:00pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 11:00pm
St John Hospital,Around 1 hour,2/11/2019 11:00pm
Tseung Kwan O Hospital,Over 6 hours,2/11/2019 11:00pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 11:00pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 11:00pm
United Christian Hospital,Over 5 hours,2/11/2019 11:00pm
Yan Chai Hospital,Over 4 hours,2/11/2019 11:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 11:15pm
Caritas Medical Centre,Over 1 hour,2/11/2019 11:15pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 11:15pm
North District Hospital,Over 2 hours,2/11/2019 11:15pm
North Lantau Hospital,Around 1 hour,2/11/2019 11:15pm
Princess Margaret Hospital,Around 1 hour,2/11/2019 11:15pm
Pok Oi Hospital,Over 6 hours,2/11/2019 11:15pm
Prince of Wales Hospital,Over 2 hours,2/11/2019 11:15pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 11:15pm
Queen Elizabeth Hospital,Over 5 hours,2/11/2019 11:15pm
Queen Mary Hospital,Over 3 hours,2/11/2019 11:15pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 11:15pm
St John Hospital,Around 1 hour,2/11/2019 11:15pm
Tseung Kwan O Hospital,Over 6 hours,2/11/2019 11:15pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 11:15pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 11:15pm
United Christian Hospital,Over 4 hours,2/11/2019 11:15pm
Yan Chai Hospital,Over 4 hours,2/11/2019 11:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 11:30pm
Caritas Medical Centre,Over 1 hour,2/11/2019 11:30pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 11:30pm
North District Hospital,Over 2 hours,2/11/2019 11:30pm
North Lantau Hospital,Around 1 hour,2/11/2019 11:30pm
Princess Margaret Hospital,Around 1 hour,2/11/2019 11:30pm
Pok Oi Hospital,Over 6 hours,2/11/2019 11:30pm
Prince of Wales Hospital,Over 3 hours,2/11/2019 11:30pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 11:30pm
Queen Elizabeth Hospital,Over 5 hours,2/11/2019 11:30pm
Queen Mary Hospital,Over 3 hours,2/11/2019 11:30pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 11:30pm
St John Hospital,Around 1 hour,2/11/2019 11:30pm
Tseung Kwan O Hospital,Over 6 hours,2/11/2019 11:30pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 11:30pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 11:30pm
United Christian Hospital,Over 4 hours,2/11/2019 11:30pm
Yan Chai Hospital,Over 4 hours,2/11/2019 11:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,2/11/2019 11:45pm
Caritas Medical Centre,Over 2 hours,2/11/2019 11:45pm
Kwong Wah Hospital,Over 3 hours,2/11/2019 11:45pm
North District Hospital,Over 2 hours,2/11/2019 11:45pm
North Lantau Hospital,Around 1 hour,2/11/2019 11:45pm
Princess Margaret Hospital,Around 1 hour,2/11/2019 11:45pm
Pok Oi Hospital,Over 6 hours,2/11/2019 11:45pm
Prince of Wales Hospital,Over 3 hours,2/11/2019 11:45pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,2/11/2019 11:45pm
Queen Elizabeth Hospital,Over 5 hours,2/11/2019 11:45pm
Queen Mary Hospital,Over 3 hours,2/11/2019 11:45pm
Ruttonjee Hospital,Over 2 hours,2/11/2019 11:45pm
St John Hospital,Around 1 hour,2/11/2019 11:45pm
Tseung Kwan O Hospital,Over 6 hours,2/11/2019 11:45pm
Tuen Mun Hospital,Over 1 hour,2/11/2019 11:45pm
Tin Shui Wai Hospital,Over 1 hour,2/11/2019 11:45pm
United Christian Hospital,Over 3 hours,2/11/2019 11:45pm
Yan Chai Hospital,Over 4 hours,2/11/2019 11:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 12:00am
Caritas Medical Centre,Over 2 hours,3/11/2019 12:00am
Kwong Wah Hospital,Over 3 hours,3/11/2019 12:00am
North District Hospital,Over 2 hours,3/11/2019 12:00am
North Lantau Hospital,Around 1 hour,3/11/2019 12:00am
Princess Margaret Hospital,Around 1 hour,3/11/2019 12:00am
Pok Oi Hospital,Over 6 hours,3/11/2019 12:00am
Prince of Wales Hospital,Over 3 hours,3/11/2019 12:00am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 12:00am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 12:00am
Queen Mary Hospital,Over 3 hours,3/11/2019 12:00am
Ruttonjee Hospital,Over 2 hours,3/11/2019 12:00am
St John Hospital,Around 1 hour,3/11/2019 12:00am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 12:00am
Tuen Mun Hospital,Over 1 hour,3/11/2019 12:00am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 12:00am
United Christian Hospital,Over 3 hours,3/11/2019 12:00am
Yan Chai Hospital,Over 4 hours,3/11/2019 12:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 12:15am
Caritas Medical Centre,Over 2 hours,3/11/2019 12:15am
Kwong Wah Hospital,Over 3 hours,3/11/2019 12:15am
North District Hospital,Over 2 hours,3/11/2019 12:15am
North Lantau Hospital,Around 1 hour,3/11/2019 12:15am
Princess Margaret Hospital,Around 1 hour,3/11/2019 12:15am
Pok Oi Hospital,Over 6 hours,3/11/2019 12:15am
Prince of Wales Hospital,Over 3 hours,3/11/2019 12:15am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 12:15am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 12:15am
Queen Mary Hospital,Over 3 hours,3/11/2019 12:15am
Ruttonjee Hospital,Over 2 hours,3/11/2019 12:15am
St John Hospital,Around 1 hour,3/11/2019 12:15am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 12:15am
Tuen Mun Hospital,Over 1 hour,3/11/2019 12:15am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 12:15am
United Christian Hospital,Over 3 hours,3/11/2019 12:15am
Yan Chai Hospital,Over 4 hours,3/11/2019 12:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 12:30am
Caritas Medical Centre,Over 2 hours,3/11/2019 12:30am
Kwong Wah Hospital,Over 2 hours,3/11/2019 12:30am
North District Hospital,Over 2 hours,3/11/2019 12:30am
North Lantau Hospital,Around 1 hour,3/11/2019 12:30am
Princess Margaret Hospital,Around 1 hour,3/11/2019 12:30am
Pok Oi Hospital,Over 1 hour,3/11/2019 12:30am
Prince of Wales Hospital,Over 3 hours,3/11/2019 12:30am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,3/11/2019 12:30am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 12:30am
Queen Mary Hospital,Over 3 hours,3/11/2019 12:30am
Ruttonjee Hospital,Over 2 hours,3/11/2019 12:30am
St John Hospital,Around 1 hour,3/11/2019 12:30am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 12:30am
Tuen Mun Hospital,Over 2 hours,3/11/2019 12:30am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 12:30am
United Christian Hospital,Over 3 hours,3/11/2019 12:30am
Yan Chai Hospital,Over 4 hours,3/11/2019 12:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 12:45am
Caritas Medical Centre,Over 2 hours,3/11/2019 12:45am
Kwong Wah Hospital,Over 2 hours,3/11/2019 12:45am
North District Hospital,Over 2 hours,3/11/2019 12:45am
North Lantau Hospital,Around 1 hour,3/11/2019 12:45am
Princess Margaret Hospital,Around 1 hour,3/11/2019 12:45am
Pok Oi Hospital,Over 1 hour,3/11/2019 12:45am
Prince of Wales Hospital,Over 3 hours,3/11/2019 12:45am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,3/11/2019 12:45am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 12:45am
Queen Mary Hospital,Over 3 hours,3/11/2019 12:45am
Ruttonjee Hospital,Over 2 hours,3/11/2019 12:45am
St John Hospital,Around 1 hour,3/11/2019 12:45am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 12:45am
Tuen Mun Hospital,Over 2 hours,3/11/2019 12:45am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 12:45am
United Christian Hospital,Over 3 hours,3/11/2019 12:45am
Yan Chai Hospital,Over 4 hours,3/11/2019 12:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 1:00am
Caritas Medical Centre,Over 2 hours,3/11/2019 1:00am
Kwong Wah Hospital,Over 2 hours,3/11/2019 1:00am
North District Hospital,Over 2 hours,3/11/2019 1:00am
North Lantau Hospital,Around 1 hour,3/11/2019 1:00am
Princess Margaret Hospital,Around 1 hour,3/11/2019 1:00am
Pok Oi Hospital,Over 1 hour,3/11/2019 1:00am
Prince of Wales Hospital,Over 3 hours,3/11/2019 1:00am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,3/11/2019 1:00am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 1:00am
Queen Mary Hospital,Over 3 hours,3/11/2019 1:00am
Ruttonjee Hospital,Over 2 hours,3/11/2019 1:00am
St John Hospital,Around 1 hour,3/11/2019 1:00am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 1:00am
Tuen Mun Hospital,Over 2 hours,3/11/2019 1:00am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 1:00am
United Christian Hospital,Over 2 hours,3/11/2019 1:00am
Yan Chai Hospital,Over 5 hours,3/11/2019 1:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 1:15am
Caritas Medical Centre,Over 2 hours,3/11/2019 1:15am
Kwong Wah Hospital,Over 2 hours,3/11/2019 1:15am
North District Hospital,Over 3 hours,3/11/2019 1:15am
North Lantau Hospital,Around 1 hour,3/11/2019 1:15am
Princess Margaret Hospital,Around 1 hour,3/11/2019 1:15am
Pok Oi Hospital,Over 1 hour,3/11/2019 1:15am
Prince of Wales Hospital,Over 3 hours,3/11/2019 1:15am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,3/11/2019 1:15am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 1:15am
Queen Mary Hospital,Over 3 hours,3/11/2019 1:15am
Ruttonjee Hospital,Over 2 hours,3/11/2019 1:15am
St John Hospital,Around 1 hour,3/11/2019 1:15am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 1:15am
Tuen Mun Hospital,Over 2 hours,3/11/2019 1:15am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 1:15am
United Christian Hospital,Over 2 hours,3/11/2019 1:15am
Yan Chai Hospital,Over 5 hours,3/11/2019 1:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 1:30am
Caritas Medical Centre,Over 2 hours,3/11/2019 1:30am
Kwong Wah Hospital,Over 2 hours,3/11/2019 1:30am
North District Hospital,Over 3 hours,3/11/2019 1:30am
North Lantau Hospital,Around 1 hour,3/11/2019 1:30am
Princess Margaret Hospital,Around 1 hour,3/11/2019 1:30am
Pok Oi Hospital,Over 1 hour,3/11/2019 1:30am
Prince of Wales Hospital,Over 3 hours,3/11/2019 1:30am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,3/11/2019 1:30am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 1:30am
Queen Mary Hospital,Over 3 hours,3/11/2019 1:30am
Ruttonjee Hospital,Over 2 hours,3/11/2019 1:30am
St John Hospital,Around 1 hour,3/11/2019 1:30am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 1:30am
Tuen Mun Hospital,Over 2 hours,3/11/2019 1:30am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 1:30am
United Christian Hospital,Over 3 hours,3/11/2019 1:30am
Yan Chai Hospital,Over 5 hours,3/11/2019 1:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 1:45am
Caritas Medical Centre,Over 2 hours,3/11/2019 1:45am
Kwong Wah Hospital,Over 2 hours,3/11/2019 1:45am
North District Hospital,Over 3 hours,3/11/2019 1:45am
North Lantau Hospital,Around 1 hour,3/11/2019 1:45am
Princess Margaret Hospital,Around 1 hour,3/11/2019 1:45am
Pok Oi Hospital,Over 1 hour,3/11/2019 1:45am
Prince of Wales Hospital,Over 3 hours,3/11/2019 1:45am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 1:45am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 1:45am
Queen Mary Hospital,Over 3 hours,3/11/2019 1:45am
Ruttonjee Hospital,Over 2 hours,3/11/2019 1:45am
St John Hospital,Around 1 hour,3/11/2019 1:45am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 1:45am
Tuen Mun Hospital,Over 2 hours,3/11/2019 1:45am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 1:45am
United Christian Hospital,Over 3 hours,3/11/2019 1:45am
Yan Chai Hospital,Over 5 hours,3/11/2019 1:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 2:00am
Caritas Medical Centre,Over 2 hours,3/11/2019 2:00am
Kwong Wah Hospital,Over 2 hours,3/11/2019 2:00am
North District Hospital,Over 5 hours,3/11/2019 2:00am
North Lantau Hospital,Around 1 hour,3/11/2019 2:00am
Princess Margaret Hospital,Around 1 hour,3/11/2019 2:00am
Pok Oi Hospital,Over 2 hours,3/11/2019 2:00am
Prince of Wales Hospital,Over 3 hours,3/11/2019 2:00am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 2:00am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 2:00am
Queen Mary Hospital,Over 3 hours,3/11/2019 2:00am
Ruttonjee Hospital,Over 2 hours,3/11/2019 2:00am
St John Hospital,Around 1 hour,3/11/2019 2:00am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 2:00am
Tuen Mun Hospital,Over 2 hours,3/11/2019 2:00am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 2:00am
United Christian Hospital,Over 3 hours,3/11/2019 2:00am
Yan Chai Hospital,Over 5 hours,3/11/2019 2:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 2:15am
Caritas Medical Centre,Over 2 hours,3/11/2019 2:15am
Kwong Wah Hospital,Over 2 hours,3/11/2019 2:15am
North District Hospital,Over 5 hours,3/11/2019 2:15am
North Lantau Hospital,Around 1 hour,3/11/2019 2:15am
Princess Margaret Hospital,Around 1 hour,3/11/2019 2:15am
Pok Oi Hospital,Over 2 hours,3/11/2019 2:15am
Prince of Wales Hospital,Over 3 hours,3/11/2019 2:15am
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,3/11/2019 2:15am
Queen Elizabeth Hospital,Over 1 hour,3/11/2019 2:15am
Queen Mary Hospital,Over 3 hours,3/11/2019 2:15am
Ruttonjee Hospital,Over 2 hours,3/11/2019 2:15am
St John Hospital,Around 1 hour,3/11/2019 2:15am
Tseung Kwan O Hospital,Over 7 hours,3/11/2019 2:15am
Tuen Mun Hospital,Over 2 hours,3/11/2019 2:15am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 2:15am
United Christian Hospital,Over 3 hours,3/11/2019 2:15am
Yan Chai Hospital,Over 5 hours,3/11/2019 2:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 2:30am
Caritas Medical Centre,Over 2 hours,3/11/2019 2:30am
Kwong Wah Hospital,Over 2 hours,3/11/2019 2:30am
North District Hospital,Over 5 hours,3/11/2019 2:30am
North Lantau Hospital,Around 1 hour,3/11/2019 2:30am
Princess Margaret Hospital,Over 3 hours,3/11/2019 2:30am
Pok Oi Hospital,Over 2 hours,3/11/2019 2:30am
Prince of Wales Hospital,Over 3 hours,3/11/2019 2:30am
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,3/11/2019 2:30am
Queen Elizabeth Hospital,Over 1 hour,3/11/2019 2:30am
Queen Mary Hospital,Over 3 hours,3/11/2019 2:30am
Ruttonjee Hospital,Over 2 hours,3/11/2019 2:30am
St John Hospital,Around 1 hour,3/11/2019 2:30am
Tseung Kwan O Hospital,Over 7 hours,3/11/2019 2:30am
Tuen Mun Hospital,Over 2 hours,3/11/2019 2:30am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 2:30am
United Christian Hospital,Over 3 hours,3/11/2019 2:30am
Yan Chai Hospital,Over 5 hours,3/11/2019 2:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 2:45am
Caritas Medical Centre,Over 2 hours,3/11/2019 2:45am
Kwong Wah Hospital,Over 2 hours,3/11/2019 2:45am
North District Hospital,Over 5 hours,3/11/2019 2:45am
North Lantau Hospital,Around 1 hour,3/11/2019 2:45am
Princess Margaret Hospital,Over 3 hours,3/11/2019 2:45am
Pok Oi Hospital,Over 2 hours,3/11/2019 2:45am
Prince of Wales Hospital,Over 3 hours,3/11/2019 2:45am
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,3/11/2019 2:45am
Queen Elizabeth Hospital,Over 1 hour,3/11/2019 2:45am
Queen Mary Hospital,Over 2 hours,3/11/2019 2:45am
Ruttonjee Hospital,Over 2 hours,3/11/2019 2:45am
St John Hospital,Around 1 hour,3/11/2019 2:45am
Tseung Kwan O Hospital,Over 7 hours,3/11/2019 2:45am
Tuen Mun Hospital,Over 2 hours,3/11/2019 2:45am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 2:45am
United Christian Hospital,Over 3 hours,3/11/2019 2:45am
Yan Chai Hospital,Over 5 hours,3/11/2019 2:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 3:00am
Caritas Medical Centre,Over 2 hours,3/11/2019 3:00am
Kwong Wah Hospital,Over 3 hours,3/11/2019 3:00am
North District Hospital,Over 3 hours,3/11/2019 3:00am
North Lantau Hospital,Around 1 hour,3/11/2019 3:00am
Princess Margaret Hospital,Over 3 hours,3/11/2019 3:00am
Pok Oi Hospital,Over 6 hours,3/11/2019 3:00am
Prince of Wales Hospital,Over 3 hours,3/11/2019 3:00am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 3:00am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 3:00am
Queen Mary Hospital,Over 3 hours,3/11/2019 3:00am
Ruttonjee Hospital,Over 2 hours,3/11/2019 3:00am
St John Hospital,Around 1 hour,3/11/2019 3:00am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 3:00am
Tuen Mun Hospital,Over 2 hours,3/11/2019 3:00am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 3:00am
United Christian Hospital,Over 3 hours,3/11/2019 3:00am
Yan Chai Hospital,Over 5 hours,3/11/2019 3:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 3:15am
Caritas Medical Centre,Over 2 hours,3/11/2019 3:15am
Kwong Wah Hospital,Over 2 hours,3/11/2019 3:15am
North District Hospital,Over 3 hours,3/11/2019 3:15am
North Lantau Hospital,Around 1 hour,3/11/2019 3:15am
Princess Margaret Hospital,Over 3 hours,3/11/2019 3:15am
Pok Oi Hospital,Over 6 hours,3/11/2019 3:15am
Prince of Wales Hospital,Over 3 hours,3/11/2019 3:15am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 3:15am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 3:15am
Queen Mary Hospital,Over 3 hours,3/11/2019 3:15am
Ruttonjee Hospital,Over 2 hours,3/11/2019 3:15am
St John Hospital,Around 1 hour,3/11/2019 3:15am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 3:15am
Tuen Mun Hospital,Over 2 hours,3/11/2019 3:15am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 3:15am
United Christian Hospital,Over 3 hours,3/11/2019 3:15am
Yan Chai Hospital,Over 5 hours,3/11/2019 3:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 3:30am
Caritas Medical Centre,Over 2 hours,3/11/2019 3:30am
Kwong Wah Hospital,Over 2 hours,3/11/2019 3:30am
North District Hospital,Over 6 hours,3/11/2019 3:30am
North Lantau Hospital,Around 1 hour,3/11/2019 3:30am
Princess Margaret Hospital,Over 3 hours,3/11/2019 3:30am
Pok Oi Hospital,Over 1 hour,3/11/2019 3:30am
Prince of Wales Hospital,Over 3 hours,3/11/2019 3:30am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 3:30am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 3:30am
Queen Mary Hospital,Over 3 hours,3/11/2019 3:30am
Ruttonjee Hospital,Over 2 hours,3/11/2019 3:30am
St John Hospital,Around 1 hour,3/11/2019 3:30am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 3:30am
Tuen Mun Hospital,Over 2 hours,3/11/2019 3:30am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 3:30am
United Christian Hospital,Over 3 hours,3/11/2019 3:30am
Yan Chai Hospital,Over 5 hours,3/11/2019 3:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 3:45am
Caritas Medical Centre,Over 2 hours,3/11/2019 3:45am
Kwong Wah Hospital,Over 2 hours,3/11/2019 3:45am
North District Hospital,Over 6 hours,3/11/2019 3:45am
North Lantau Hospital,Around 1 hour,3/11/2019 3:45am
Princess Margaret Hospital,Over 3 hours,3/11/2019 3:45am
Pok Oi Hospital,Over 1 hour,3/11/2019 3:45am
Prince of Wales Hospital,Over 3 hours,3/11/2019 3:45am
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,3/11/2019 3:45am
Queen Elizabeth Hospital,Over 5 hours,3/11/2019 3:45am
Queen Mary Hospital,Over 3 hours,3/11/2019 3:45am
Ruttonjee Hospital,Over 2 hours,3/11/2019 3:45am
St John Hospital,Around 1 hour,3/11/2019 3:45am
Tseung Kwan O Hospital,Over 6 hours,3/11/2019 3:45am
Tuen Mun Hospital,Over 2 hours,3/11/2019 3:45am
Tin Shui Wai Hospital,Over 1 hour,3/11/2019 3:45am
United Christian Hospital,Over 3 hours,3/11/2019 3:45am
Yan Chai Hospital,Over 5 hours,3/11/2019 3:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,3/11/2019 4:00am
